city;area;rooms;bathroom;parking spaces;floor;animal;furniture;hoa (R$);property tax (R$);fire insurance (R$);rent amount (R$)
Porto Alegre;180;3;3;1;12;acept;not furnished;1500;0;30;2000
Belo Horizonte;784;5;6;8;-;acept;furnished;0;1641;197;12000
São Paulo;92;3;3;1;3;acept;furnished;750;21;54;4250
São Paulo;170;3;3;3;7;acept;not furnished;2450;1015;39;3000
Rio de Janeiro;400;3;4;2;12;acept;not furnished;3800;1834;194;15000
Rio de Janeiro;40;1;1;0;2;acept;furnished;450;97;39;2950
São Paulo;85;2;2;0;5;acept;not furnished;700;100;33;2600
São Paulo;40;1;1;1;13;not acept;furnished;1440;170;24;1890
São Paulo;280;4;6;3;8;acept;not furnished;4500;1500;61;4800
Rio de Janeiro;98;3;2;0;13;acept;not furnished;1040;239;44;3390
São Paulo;70;2;1;0;-;not acept;not furnished;0;0;20;1300
São Paulo;660;4;6;4;-;acept;not furnished;500;4283;91;6000
Belo Horizonte;449;5;7;4;-;acept;not furnished;0;308;246;15000
São Paulo;306;4;3;4;12;not acept;not furnished;3441;2599;68;5330
São Paulo;150;3;2;2;-;acept;not furnished;0;0;38;2500
São Paulo;80;3;2;2;19;acept;not furnished;490;100;32;2500
São Paulo;22;1;1;0;25;acept;not furnished;385;40;27;2100
Porto Alegre;82;3;2;1;3;acept;not furnished;690;90;26;1780
São Paulo;119;3;3;1;4;not acept;furnished;1500;209;43;3370
São Paulo;113;1;1;2;9;acept;furnished;650;0;82;6400
Porto Alegre;46;2;1;0;1;acept;not furnished;177;30;12;807
São Paulo;138;3;1;0;-;acept;not furnished;0;445;53;3500
São Paulo;75;2;3;2;5;acept;not furnished;499;71;31;2400
São Paulo;98;3;2;1;5;acept;furnished;1520;0;31;2400
Rio de Janeiro;25;1;1;0;3;not acept;not furnished;590;63;18;1336
Belo Horizonte;202;3;2;2;-;not acept;not furnished;0;172;50;3000
Campinas;326;3;3;4;-;acept;not furnished;870;523;64;4200
São Paulo;49;2;1;1;17;not acept;furnished;230;25;21;1625
São Paulo;52;1;1;1;11;acept;not furnished;730;38;32;2500
Belo Horizonte;258;4;4;3;1;acept;not furnished;1000;338;47;3500
São Paulo;80;3;1;1;7;acept;not furnished;978;105;31;2400
São Paulo;100;3;3;0;5;acept;not furnished;820;148;81;6330
Porto Alegre;87;2;1;0;4;acept;furnished;450;75;33;2200
Porto Alegre;42;2;1;0;-;acept;not furnished;0;15;16;858
Rio de Janeiro;82;4;3;1;10;acept;not furnished;920;167;62;4800
São Paulo;200;2;1;1;-;acept;not furnished;0;200;37;2450
São Paulo;60;2;1;0;1;acept;not furnished;150;167;39;3040
São Paulo;250;3;4;4;2;not acept;furnished;3200;834;127;10000
Rio de Janeiro;60;1;1;1;15;acept;furnished;2000;167;51;3900
São Paulo;70;2;2;1;2;acept;not furnished;665;0;26;2000
São Paulo;79;2;2;1;3;acept;furnished;1300;267;46;3594
São Paulo;220;3;4;2;-;acept;not furnished;0;0;73;4800
Porto Alegre;38;1;1;0;11;not acept;not furnished;240;35;17;1150
São Paulo;310;5;4;5;3;acept;not furnished;4364;2506;35;2700
São Paulo;87;2;2;2;12;acept;not furnished;650;209;42;3300
São Paulo;236;4;5;7;4;acept;furnished;3000;1084;137;10800
São Paulo;113;2;3;2;10;acept;not furnished;1400;375;172;13500
São Paulo;45;2;1;0;2;not acept;not furnished;350;50;20;1500
São Paulo;144;4;2;0;-;not acept;not furnished;0;209;49;3200
Rio de Janeiro;24;1;1;0;10;acept;not furnished;587;25;19;1412
Porto Alegre;94;3;2;1;7;acept;not furnished;988;242;47;3200
Porto Alegre;27;1;1;0;2;not acept;furnished;300;13;21;1400
São Paulo;210;3;4;3;5;acept;furnished;4100;1000;127;9945
Belo Horizonte;180;3;2;2;-;acept;not furnished;0;184;33;2000
Porto Alegre;25;1;1;0;4;acept;not furnished;200;43;14;915
Belo Horizonte;100;3;1;2;2;acept;not furnished;300;77;19;1400
São Paulo;180;3;1;1;18;acept;not furnished;1800;482;115;9000
Rio de Janeiro;46;2;1;0;1;acept;not furnished;352;0;19;1400
São Paulo;352;4;4;4;-;not acept;furnished;0;479;130;8600
São Paulo;360;3;5;5;3;acept;furnished;4980;2120;115;9000
São Paulo;33;1;1;0;18;acept;furnished;350;21;17;1300
Rio de Janeiro;125;4;2;2;1;not acept;not furnished;1676;40;58;4500
São Paulo;360;4;5;5;-;acept;furnished;0;584;145;9600
São Paulo;416;3;5;4;15;acept;not furnished;5300;0;127;10000
São Paulo;400;3;4;5;-;acept;furnished;0;1875;143;9500
São Paulo;43;2;1;1;-;acept;not furnished;280;0;25;1900
Rio de Janeiro;180;4;2;1;2;acept;furnished;1955;633;78;6000
São Paulo;100;3;1;0;1;acept;not furnished;500;334;34;2630
São Paulo;31;1;1;1;3;not acept;furnished;2000;125;26;1990
Rio de Janeiro;60;1;1;1;12;not acept;furnished;1862;123;10;2400
São Paulo;165;3;4;3;7;acept;not furnished;2460;617;45;3500
Rio de Janeiro;250;5;2;5;-;acept;not furnished;0;270;72;4675
São Paulo;190;3;3;2;10;acept;not furnished;2700;667;51;4000
São Paulo;276;3;3;0;14;not acept;furnished;2308;795;153;12000
Rio de Janeiro;140;3;2;2;3;acept;not furnished;1900;546;71;5500
Porto Alegre;70;1;1;1;8;not acept;furnished;650;34;16;1050
São Paulo;300;4;7;3;-;not acept;furnished;0;121;106;7000
São Paulo;70;2;1;0;5;acept;not furnished;285;0;28;2197
Campinas;85;2;2;1;3;acept;not furnished;810;70;14;1100
Rio de Janeiro;75;2;1;0;-;not acept;not furnished;0;34;18;2000
Rio de Janeiro;120;3;1;0;3;not acept;furnished;1250;238;43;3300
Rio de Janeiro;92;2;2;0;2;acept;furnished;700;195;39;3000
Rio de Janeiro;98;2;1;0;11;acept;not furnished;701;146;29;2186
São Paulo;118;3;2;2;4;acept;not furnished;1520;402;114;8950
Rio de Janeiro;75;3;1;0;3;acept;not furnished;545;21;24;1800
Porto Alegre;75;2;2;1;2;acept;not furnished;396;91;30;2000
São Paulo;315;4;5;5;20;not acept;not furnished;2500;1000;29;4000
São Paulo;55;2;1;1;2;acept;not furnished;280;0;13;1000
São Paulo;132;3;2;1;11;acept;not furnished;1477;45;38;2950
São Paulo;100;2;1;1;-;acept;not furnished;0;98;41;2700
São Paulo;252;3;4;1;-;acept;not furnished;0;1233;181;12000
São Paulo;65;2;1;0;4;acept;not furnished;1261;166;19;1450
São Paulo;20;1;1;0;3;acept;furnished;602;130;23;1800
Campinas;150;3;4;2;9;acept;not furnished;1200;0;44;3400
São Paulo;500;5;5;8;1;acept;not furnished;0;92;148;9800
Porto Alegre;27;1;1;0;8;not acept;furnished;360;13;15;1000
São Paulo;500;3;4;7;-;not acept;not furnished;0;1060;140;9300
São Paulo;40;1;1;0;2;acept;not furnished;250;70;13;1020
Belo Horizonte;45;1;1;1;6;acept;not furnished;808;9;39;2900
Rio de Janeiro;86;2;2;2;3;acept;furnished;585;116;20;1500
São Paulo;200;3;3;0;-;acept;not furnished;0;200;76;5000
Porto Alegre;49;1;1;0;1;acept;not furnished;250;21;12;790
São Paulo;115;2;2;1;2;acept;not furnished;1755;245;58;4500
Belo Horizonte;50;2;1;0;-;not acept;not furnished;0;25;9;644
São Paulo;20;1;1;0;-;acept;furnished;602;130;23;1800
Campinas;55;2;1;1;10;acept;not furnished;399;25;12;900
Rio de Janeiro;78;2;1;1;6;acept;not furnished;557;84;14;1050
São Paulo;127;4;3;0;11;not acept;not furnished;1154;407;68;5300
São Paulo;450;3;4;2;3;acept;not furnished;4187;1450;191;15000
São Paulo;132;3;1;2;7;not acept;furnished;920;400;102;8000
São Paulo;62;2;2;1;7;acept;furnished;520;59;45;3500
Belo Horizonte;300;5;3;1;-;acept;not furnished;0;167;62;3770
Rio de Janeiro;195;4;1;0;-;acept;not furnished;0;156;46;2990
Campinas;45;2;1;0;2;not acept;not furnished;250;0;13;1000
Rio de Janeiro;52;1;1;0;1;not acept;furnished;850;56;24;1850
São Paulo;46;2;1;1;8;acept;not furnished;589;72;14;1100
Belo Horizonte;179;3;3;0;10;acept;not furnished;1050;203;32;2400
Rio de Janeiro;60;1;1;0;9;acept;not furnished;649;100;40;3100
São Paulo;45;1;1;0;4;acept;not furnished;0;0;13;1000
Belo Horizonte;200;4;3;2;-;acept;not furnished;0;713;56;3400
Rio de Janeiro;15;1;1;0;-;acept;not furnished;0;0;10;700
Belo Horizonte;30;1;1;0;1;not acept;not furnished;0;0;9;650
Belo Horizonte;100;3;3;1;3;not acept;not furnished;350;100;23;1670
Rio de Janeiro;120;3;3;0;5;acept;furnished;600;167;71;5500
São Paulo;105;2;3;2;6;acept;not furnished;1850;385;41;3200
São Paulo;97;2;3;2;11;acept;furnished;700;167;34;2660
Rio de Janeiro;140;3;2;1;7;acept;not furnished;1400;250;55;4200
São Paulo;90;3;3;2;1;acept;not furnished;870;417;34;2630
São Paulo;50;1;1;0;7;acept;not furnished;388;0;28;2200
Belo Horizonte;330;5;4;2;-;acept;not furnished;0;267;132;8000
São Paulo;367;3;5;3;10;acept;furnished;3400;1500;77;6000
São Paulo;75;3;2;1;10;acept;not furnished;1000;0;50;3900
Porto Alegre;63;2;1;0;3;acept;furnished;200;53;21;1400
Campinas;72;2;1;2;16;acept;not furnished;730;89;16;1200
Campinas;52;2;1;1;4;acept;furnished;320;70;23;1800
São Paulo;57;2;2;1;10;not acept;not furnished;570;0;33;2600
São Paulo;200;3;3;1;11;not acept;not furnished;3200;834;49;3800
Rio de Janeiro;64;3;2;0;10;acept;not furnished;700;251;17;1300
São Paulo;211;3;2;2;6;acept;not furnished;2800;483;140;11000
Campinas;164;3;2;2;-;acept;not furnished;0;293;32;2100
São Paulo;240;3;3;2;-;acept;not furnished;0;250;68;4500
Campinas;64;2;1;1;10;acept;not furnished;540;122;11;820
São Paulo;89;2;3;1;-;acept;furnished;360;204;73;5700
Campinas;120;3;3;2;4;not acept;not furnished;400;0;24;1850
São Paulo;69;2;2;1;11;not acept;furnished;1000;234;52;4100
São Paulo;140;3;4;2;2;acept;not furnished;1400;517;32;2500
São Paulo;103;2;1;0;-;acept;not furnished;0;80;20;1300
São Paulo;82;2;2;0;15;not acept;not furnished;680;135;36;2800
São Paulo;30;1;1;0;4;acept;not furnished;415;30;21;1585
Campinas;60;2;1;1;16;not acept;not furnished;300;60;18;1400
São Paulo;162;3;2;2;7;acept;furnished;1250;42;102;8000
São Paulo;59;2;1;1;8;acept;not furnished;0;0;39;3000
São Paulo;230;3;3;3;6;not acept;not furnished;2100;792;134;10500
São Paulo;110;3;2;1;14;not acept;not furnished;950;0;58;4500
Campinas;210;3;3;3;7;acept;not furnished;1900;459;30;2300
São Paulo;218;3;2;2;6;not acept;not furnished;2000;550;99;7800
Campinas;50;1;1;1;2;not acept;not furnished;718;13;21;1600
Belo Horizonte;115;3;3;2;6;acept;not furnished;700;209;26;1920
São Paulo;100;2;2;0;1;acept;not furnished;900;63;26;2000
São Paulo;230;3;4;4;6;acept;not furnished;2100;0;64;5000
Rio de Janeiro;25;1;1;0;-;acept;not furnished;50;0;10;700
São Paulo;280;3;4;2;-;not acept;furnished;2000;684;226;15000
São Paulo;390;3;4;4;10;not acept;not furnished;2710;2682;115;9000
São Paulo;60;2;2;2;20;acept;not furnished;450;238;37;2872
São Paulo;150;3;2;2;16;acept;not furnished;1700;484;64;5000
Rio de Janeiro;60;2;1;1;8;not acept;not furnished;560;500;13;1000
São Paulo;22;1;1;0;-;not acept;not furnished;250;14;14;1080
Rio de Janeiro;30;1;1;1;2;acept;not furnished;570;70;11;850
São Paulo;49;2;2;1;8;acept;not furnished;500;100;20;1550
São Paulo;230;3;4;3;7;acept;not furnished;3500;834;60;4700
Rio de Janeiro;200;3;4;2;11;acept;furnished;2100;600;104;8000
Belo Horizonte;167;4;4;3;5;acept;not furnished;2000;642;62;4600
Belo Horizonte;420;4;6;5;14;not acept;not furnished;2000;167;200;15000
Porto Alegre;98;2;1;0;3;acept;furnished;477;92;27;1800
Belo Horizonte;80;3;1;1;12;acept;not furnished;554;69;18;1300
Campinas;30;1;1;0;15;acept;not furnished;280;10;7;500
São Paulo;296;4;5;5;4;acept;furnished;4300;2105;164;12900
Rio de Janeiro;70;2;1;0;3;not acept;not furnished;800;42;15;1100
Rio de Janeiro;160;2;2;2;1;acept;furnished;2400;250;97;7500
São Paulo;73;2;2;1;11;acept;not furnished;700;150;16;1250
Rio de Janeiro;15;1;1;0;-;acept;not furnished;50;0;10;700
São Paulo;174;3;1;1;-;acept;not furnished;0;236;50;3300
Porto Alegre;54;1;1;1;6;acept;not furnished;450;42;18;1200
São Paulo;50;1;1;1;10;not acept;furnished;1300;250;112;8800
São Paulo;240;3;3;3;8;acept;not furnished;2999;417;134;10500
Belo Horizonte;260;4;4;2;-;acept;not furnished;0;203;246;15000
São Paulo;210;3;4;4;2;not acept;not furnished;1990;625;81;6375
São Paulo;119;3;4;3;14;acept;not furnished;800;30;47;3680
Belo Horizonte;150;3;1;3;-;acept;not furnished;0;750;58;3500
São Paulo;750;4;7;8;-;acept;furnished;0;1667;226;15000
São Paulo;67;2;1;1;13;not acept;not furnished;626;40;23;1800
Rio de Janeiro;50;1;1;0;1;acept;not furnished;640;81;6;1428
Rio de Janeiro;36;1;1;0;5;acept;not furnished;487;55;33;2500
São Paulo;120;3;2;2;5;acept;not furnished;1500;377;25;1900
Porto Alegre;65;3;1;1;1;acept;not furnished;400;31;13;850
Belo Horizonte;240;4;4;2;3;acept;furnished;590;150;107;8000
São Paulo;93;2;2;2;3;acept;not furnished;800;200;45;3500
Porto Alegre;35;1;1;0;1;acept;not furnished;120;92;18;1170
São Paulo;51;2;1;1;9;not acept;not furnished;450;109;28;2200
São Paulo;85;2;2;1;14;acept;not furnished;709;94;42;3300
Campinas;57;1;2;1;12;acept;not furnished;391;111;38;2961
Campinas;50;1;1;0;8;acept;not furnished;300;0;3;550
São Paulo;75;2;1;0;-;acept;not furnished;0;325;23;1500
São Paulo;161;3;3;3;17;acept;not furnished;2700;667;127;10000
Campinas;210;4;4;3;7;not acept;not furnished;1964;495;46;3600
São Paulo;350;3;2;4;-;acept;not furnished;0;1334;188;12500
Porto Alegre;112;3;3;2;1;acept;not furnished;1000;234;44;3000
Campinas;78;3;2;2;3;acept;furnished;755;37;25;1900
São Paulo;54;2;2;1;6;acept;not furnished;954;199;36;2800
Campinas;25;1;1;0;3;not acept;not furnished;200;0;4;1020
São Paulo;62;2;2;0;3;not acept;not furnished;600;0;26;2000
São Paulo;117;2;2;1;11;not acept;furnished;630;150;91;7130
São Paulo;120;4;2;2;-;acept;not furnished;0;10;53;3500
Campinas;113;3;2;2;11;acept;not furnished;700;79;19;1450
São Paulo;65;2;1;1;3;acept;not furnished;700;0;30;2306
Campinas;70;2;1;1;-;not acept;not furnished;341;60;14;1100
Porto Alegre;67;3;2;2;7;acept;not furnished;400;50;30;2000
São Paulo;651;7;7;8;-;acept;not furnished;0;1595;128;8500
São Paulo;180;3;1;5;-;acept;not furnished;0;567;98;6500
São Paulo;30;1;1;0;-;acept;not furnished;0;21;13;1000
São Paulo;100;3;3;3;5;acept;not furnished;1000;417;45;3500
São Paulo;45;1;1;0;11;acept;not furnished;325;55;19;1450
São Paulo;400;4;4;4;-;acept;not furnished;0;1250;128;8500
São Paulo;100;3;1;0;1;acept;not furnished;0;139;28;2200
Porto Alegre;111;2;2;0;15;acept;not furnished;850;100;24;1612
Belo Horizonte;70;2;2;2;5;acept;not furnished;610;240;28;2100
Porto Alegre;179;3;2;2;-;acept;furnished;0;67;66;3700
Rio de Janeiro;140;3;2;2;1;acept;not furnished;1800;579;74;5700
São Paulo;260;3;4;2;-;acept;not furnished;0;876;115;7609
Belo Horizonte;268;4;2;4;1;not acept;not furnished;975;381;40;3000
Belo Horizonte;70;3;2;1;2;acept;not furnished;230;59;18;1300
Rio de Janeiro;50;1;1;1;2;acept;not furnished;1060;323;20;1500
Belo Horizonte;470;5;4;2;-;acept;not furnished;0;808;99;6000
São Paulo;142;3;4;3;13;acept;not furnished;1900;3509;33;4600
São Paulo;80;1;2;2;5;acept;not furnished;0;0;83;6522
São Paulo;100;3;3;3;-;not acept;not furnished;0;246;38;2500
Porto Alegre;47;1;1;1;1;not acept;furnished;400;0;33;2200
Campinas;180;3;4;4;-;acept;not furnished;0;250;49;3230
Porto Alegre;180;4;1;1;-;acept;not furnished;1;375;80;4480
São Paulo;72;1;1;1;-;not acept;furnished;670;175;51;4000
São Paulo;90;2;2;1;-;acept;not furnished;0;0;34;2200
Campinas;49;1;1;0;3;acept;not furnished;417;23;8;583
Porto Alegre;282;4;2;4;-;acept;furnished;0;355;89;5000
São Paulo;114;4;4;2;6;acept;not furnished;1115;321;33;2530
São Paulo;170;3;3;2;8;acept;not furnished;1800;559;89;7000
São Paulo;200;3;2;3;-;acept;not furnished;0;251;55;3600
São Paulo;130;4;4;3;2;acept;not furnished;1160;459;39;3000
Belo Horizonte;300;3;4;4;-;acept;not furnished;0;350;123;7500
São Paulo;40;1;2;1;28;not acept;furnished;1935;318;54;4200
São Paulo;45;1;1;0;2;not acept;not furnished;150;0;10;750
São Paulo;245;3;5;4;3;acept;furnished;2300;1218;127;10000
São Paulo;155;2;3;2;-;acept;not furnished;0;377;61;4000
Belo Horizonte;300;3;3;4;-;acept;not furnished;0;431;58;3500
Campinas;438;5;4;0;-;acept;not furnished;0;417;117;7735
Rio de Janeiro;30;1;1;0;4;not acept;furnished;380;59;29;2200
São Paulo;125;2;2;1;-;acept;furnished;0;392;43;2800
Campinas;76;1;2;0;1;acept;not furnished;300;100;9;700
São Paulo;58;2;2;2;2;acept;not furnished;833;189;26;2030
São Paulo;140;3;2;2;-;acept;not furnished;0;45;40;2600
São Paulo;49;2;1;1;1;acept;not furnished;415;0;18;1368
Porto Alegre;45;1;1;0;11;acept;not furnished;750;658;14;900
São Paulo;350;4;6;4;-;acept;not furnished;0;896;151;10000
São Paulo;35;1;1;0;4;acept;not furnished;320;0;22;1700
Rio de Janeiro;100;3;1;1;-;acept;not furnished;495;17;22;1700
Porto Alegre;86;2;2;2;3;acept;not furnished;1000;120;44;2950
Campinas;58;1;1;1;6;acept;not furnished;676;108;42;3300
São Paulo;40;1;1;0;-;not acept;not furnished;0;17;12;780
Porto Alegre;62;3;2;1;2;acept;furnished;550;50;31;2100
Belo Horizonte;95;3;2;2;10;acept;not furnished;657;143;31;2300
São Paulo;52;1;1;1;11;acept;not furnished;730;38;27;2100
São Paulo;80;2;1;0;-;acept;not furnished;0;59;20;1280
Belo Horizonte;300;4;4;4;-;acept;not furnished;0;428;107;6500
São Paulo;70;2;2;0;6;acept;not furnished;570;212;18;1390
Porto Alegre;130;3;3;1;6;acept;not furnished;1000;167;72;4900
Campinas;39;1;1;1;1;not acept;furnished;573;32;15;1128
Belo Horizonte;73;2;1;1;11;acept;furnished;600;40;60;4500
São Paulo;68;2;1;1;15;acept;not furnished;520;9;29;2280
Campinas;80;2;1;0;-;acept;not furnished;0;0;19;1200
São Paulo;30;1;1;1;15;acept;not furnished;500;61;20;1560
Rio de Janeiro;450;4;5;1;-;acept;not furnished;0;417;51;3300
São Paulo;270;3;4;2;11;acept;not furnished;3158;1100;191;15000
São Paulo;146;3;4;4;15;acept;not furnished;1510;631;77;6000
Rio de Janeiro;100;3;1;0;2;acept;not furnished;0;209;26;2000
Campinas;60;2;1;1;2;acept;not furnished;314;0;13;1000
São Paulo;55;2;1;1;7;not acept;not furnished;784;135;45;3500
Rio de Janeiro;140;4;2;1;1;not acept;not furnished;1700;380;78;6000
Campinas;40;1;1;1;6;acept;not furnished;600;35;9;650
Belo Horizonte;20;1;1;1;-;acept;furnished;0;0;15;1100
Porto Alegre;30;1;1;0;-;not acept;not furnished;0;0;9;500
São Paulo;68;2;2;2;12;not acept;not furnished;2600;0;30;2300
Campinas;35;1;1;1;11;acept;not furnished;350;25;13;966
São Paulo;190;4;4;3;11;acept;furnished;1780;0;88;6900
São Paulo;700;4;10;0;-;acept;not furnished;0;8750;226;15000
Rio de Janeiro;45;1;1;0;1;acept;not furnished;0;78;16;1200
São Paulo;311;3;6;4;23;not acept;furnished;1800;1084;159;12500
Porto Alegre;110;2;1;0;-;acept;not furnished;0;1160;20;1070
Campinas;330;3;3;2;10;not acept;not furnished;2700;650;65;5100
São Paulo;75;3;1;1;2;acept;furnished;770;85;25;1900
Porto Alegre;50;1;1;0;2;acept;furnished;300;42;24;1600
São Paulo;460;4;4;6;-;acept;not furnished;0;667;80;5280
Porto Alegre;52;2;1;0;4;acept;not furnished;401;21;11;730
São Paulo;155;3;4;2;14;acept;not furnished;1400;409;166;13100
Belo Horizonte;55;2;1;1;1;acept;not furnished;200;77;12;840
Rio de Janeiro;74;2;1;0;11;acept;not furnished;1154;189;25;1900
São Paulo;26;1;1;1;3;acept;furnished;402;0;18;1396
São Paulo;80;2;1;0;1;acept;furnished;500;0;39;3000
São Paulo;450;4;5;5;-;not acept;not furnished;0;1875;181;12000
Campinas;150;2;2;1;-;acept;not furnished;0;167;16;1060
São Paulo;135;3;2;2;9;acept;not furnished;1836;543;54;4200
Belo Horizonte;140;4;3;4;9;acept;not furnished;500;230;47;3500
Campinas;76;3;1;1;2;acept;not furnished;480;92;17;1300
São Paulo;450;4;3;6;-;acept;not furnished;0;1084;179;11900
Belo Horizonte;38;1;1;0;2;not acept;not furnished;0;0;18;1300
São Paulo;56;2;2;1;4;acept;not furnished;500;0;26;2000
Rio de Janeiro;30;1;1;0;8;not acept;furnished;445;0;7;1512
São Paulo;260;2;2;2;-;not acept;not furnished;0;567;58;3800
Porto Alegre;77;3;2;1;2;not acept;not furnished;284;20;19;1260
Rio de Janeiro;290;4;3;1;6;acept;not furnished;2500;459;91;7000
Belo Horizonte;22;1;1;1;1;not acept;furnished;0;0;20;1500
Rio de Janeiro;47;2;1;0;4;acept;not furnished;578;0;20;1500
São Paulo;80;2;2;1;7;acept;not furnished;1363;96;47;3700
São Paulo;244;4;3;4;2;acept;furnished;2375;1033;61;4774
Campinas;45;1;1;0;9;acept;not furnished;670;39;11;800
Belo Horizonte;85;3;2;2;3;not acept;not furnished;686;160;23;1700
São Paulo;98;3;2;2;3;acept;not furnished;1400;383;26;2000
São Paulo;100;2;1;1;-;not acept;not furnished;0;0;22;1450
Rio de Janeiro;120;3;2;0;2;acept;not furnished;1300;331;48;3700
São Paulo;190;3;2;1;8;acept;furnished;2180;150;58;4500
São Paulo;500;4;4;4;-;acept;not furnished;3200;1800;154;10200
São Paulo;105;3;2;2;1;acept;furnished;1544;488;99;7800
Campinas;50;2;1;1;3;acept;not furnished;613;20;13;1000
São Paulo;126;4;3;2;4;not acept;not furnished;1500;417;58;4500
São Paulo;74;2;3;1;2;acept;not furnished;1180;105;58;4500
Rio de Janeiro;130;3;3;2;3;acept;furnished;2500;500;91;7000
São Paulo;140;2;1;1;6;not acept;furnished;2000;300;70;5500
Porto Alegre;160;3;2;2;-;acept;not furnished;100;75;36;2000
São Paulo;250;3;4;3;4;acept;not furnished;3570;1256;178;14000
Rio de Janeiro;90;2;2;1;4;acept;not furnished;1090;144;12;900
São Paulo;35;1;1;0;6;acept;furnished;420;0;22;1660
Rio de Janeiro;144;4;2;2;4;acept;not furnished;2000;378;47;3590
Rio de Janeiro;170;3;1;1;10;acept;furnished;600;100;32;2480
Rio de Janeiro;65;2;1;1;7;acept;not furnished;750;59;19;1400
Porto Alegre;80;2;1;0;-;acept;not furnished;0;0;18;990
São Paulo;20;1;1;0;4;not acept;furnished;150;67;40;3142
São Paulo;79;2;2;2;18;not acept;furnished;800;280;75;5900
São Paulo;70;2;1;0;1;acept;not furnished;0;159;32;2448
São Paulo;30;1;1;0;9;not acept;furnished;423;46;30;2350
São Paulo;250;3;5;3;4;acept;not furnished;3500;0;87;6800
Porto Alegre;50;1;1;0;2;acept;furnished;300;25;14;930
São Paulo;116;3;2;2;5;acept;not furnished;1726;568;30;2300
São Paulo;216;4;3;4;28;not acept;not furnished;1868;657;64;5000
São Paulo;290;3;5;4;8;acept;furnished;3580;0;89;7000
São Paulo;300;5;6;6;-;acept;not furnished;0;2084;143;9500
São Paulo;245;4;3;4;8;acept;not furnished;3450;1667;77;6000
Belo Horizonte;150;4;2;3;18;not acept;furnished;1300;480;66;4900
São Paulo;130;3;4;2;11;not acept;not furnished;1550;411;30;2318
São Paulo;112;1;2;3;-;acept;not furnished;0;84;44;2878
São Paulo;78;2;2;1;8;acept;not furnished;586;63;22;1680
Rio de Janeiro;15;1;1;0;-;acept;not furnished;50;0;10;700
São Paulo;84;2;1;2;11;not acept;furnished;800;240;51;4000
Rio de Janeiro;23;1;1;0;8;not acept;not furnished;569;25;26;2000
Belo Horizonte;174;3;1;0;-;not acept;not furnished;0;120;91;5500
São Paulo;104;1;3;2;14;not acept;not furnished;2000;500;54;4200
Porto Alegre;63;1;1;0;3;acept;not furnished;340;38;14;900
São Paulo;51;2;1;1;7;acept;not furnished;468;75;14;1100
Rio de Janeiro;70;2;2;1;4;acept;not furnished;1500;332;45;3460
Belo Horizonte;150;4;4;2;12;acept;not furnished;1218;501;54;4000
Rio de Janeiro;90;2;2;1;8;acept;not furnished;800;90;9;2156
Rio de Janeiro;80;2;2;1;2;acept;furnished;4100;584;97;7500
Porto Alegre;60;1;1;1;4;not acept;not furnished;2400;209;12;800
Belo Horizonte;85;3;2;1;2;not acept;not furnished;450;85;20;1500
São Paulo;70;2;1;0;24;not acept;furnished;450;50;41;3200
Rio de Janeiro;50;1;1;0;2;not acept;not furnished;800;26;11;800
São Paulo;38;1;1;0;6;acept;not furnished;420;24;27;2080
Porto Alegre;147;3;3;3;-;acept;not furnished;0;81;47;2600
Porto Alegre;222;3;2;2;3;not acept;furnished;770;350;75;5083
São Paulo;185;4;4;4;8;acept;not furnished;2500;1042;96;7500
Campinas;284;3;5;6;-;acept;not furnished;550;417;77;5100
São Paulo;45;2;1;1;6;not acept;not furnished;240;30;19;1470
Rio de Janeiro;290;3;3;1;9;acept;not furnished;1600;853;69;5300
São Paulo;74;3;2;2;15;acept;not furnished;850;100;16;1250
Campinas;115;3;2;2;15;acept;not furnished;1018;214;35;2690
Porto Alegre;37;1;1;0;4;acept;not furnished;338;67;24;1600
Belo Horizonte;650;7;6;3;-;acept;not furnished;0;1250;214;13000
São Paulo;30;1;1;0;1;not acept;not furnished;0;0;10;1459
São Paulo;87;1;1;2;14;acept;furnished;870;150;101;7900
São Paulo;553;5;6;5;15;acept;furnished;6000;2827;43;3360
São Paulo;250;3;4;4;16;acept;not furnished;3421;1224;136;10700
São Paulo;600;4;5;6;-;acept;not furnished;0;3000;51;6000
São Paulo;250;3;3;3;-;acept;not furnished;0;150;68;4500
São Paulo;30;1;1;1;16;acept;not furnished;399;0;23;1799
Belo Horizonte;62;3;1;1;2;not acept;not furnished;260;59;13;950
Rio de Janeiro;115;2;2;2;1;acept;not furnished;900;75;39;3000
Rio de Janeiro;130;3;1;0;4;acept;not furnished;1050;193;28;6800
São Paulo;35;1;1;0;15;acept;not furnished;306;0;26;2000
Belo Horizonte;350;4;3;3;9;not acept;not furnished;2050;658;134;10000
São Paulo;100;3;2;0;-;not acept;not furnished;0;914;46;3000
Campinas;85;3;2;2;9;acept;not furnished;1225;182;33;2600
São Paulo;60;1;1;1;-;acept;not furnished;0;100;23;1500
Campinas;197;3;3;2;8;acept;not furnished;1600;325;32;2500
São Paulo;177;4;5;4;12;acept;not furnished;1500;959;117;9200
Rio de Janeiro;96;2;1;0;8;acept;furnished;700;181;65;5000
São Paulo;48;1;1;0;-;not acept;not furnished;0;34;18;1150
São Paulo;678;5;6;4;-;acept;not furnished;0;3000;226;15000
